s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
274.7219744, 89664.4370762, 43167.4049427, -0.5228883, -0.2754746, 6.9116012, -2.4336358
275.7209634, 89665.0315459, 43168.0715755, -0.9769281, -0.5126486, 6.5504107, -1.5519311
276.7199524, 89665.9474525, 43168.5264537, -1.1396465, 0.0681391, 6.3092913, -0.9712281
277.7189414, 89666.7903232, 43168.9361283, -1.1076247, 0.0070864, 6.1535896, -0.9307366
278.7179304, 89667.7267110, 43169.4010615, -1.1179215, -0.0262701, 6.0005894, -0.2352750
279.7169194, 89668.6798050, 43169.8396462, -1.1711071, -0.0838617, 5.9612917, 2.1476932
280.7159084, 89669.6456678, 43170.1825083, -1.3050272, -0.1803845, 6.3109463, 2.2700753
281.7148974, 89670.5820632, 43170.3415240, -1.5083696, -0.2306435, 6.6606008, 2.8967777
282.7138864, 89671.4921309, 43170.3039981, -1.7135655, -0.2160570, 7.0817583, 3.1698786
283.7128754, 89672.4532591, 43170.0642277, -1.9108687, -0.1795090, 7.5156270, 3.0857869
284.7118644, 89673.4257738, 43169.6203149, -2.0784789, -0.1265389, 7.9151742, 2.3052935
285.7108534, 89674.2573022, 43169.0989519, -2.1753377, -0.0778558, 8.2009700, 2.3870554
286.7098424, 89675.0796538, 43168.4867827, -2.2423573, -0.0558029, 8.4867658, 2.4688173
287.7088314, 89675.8526294, 43167.8386046, -2.2933826, -0.0470335, 8.7725615, 2.1200228
288.7078204, 89676.6194056, 43167.1245657, -2.3516984, -0.0672218, 9.0107488, 2.1144278
289.7068094, 89677.2958863, 43166.4029943, -2.4283704, -0.0863968, 9.2421953, 2.1680495
290.7057984, 89677.8917367, 43165.6512292, -2.5152838, -0.0919340, 9.4736419, 1.7126673
291.7047874, 89678.4185448, 43164.8522785, -2.6012387, -0.0869650, 9.6525521, 1.7030184
292.7037764, 89678.8921750, 43163.9824363, -2.6832652, -0.0781744, 9.8272252, 1.7335600
293.7027653, 89679.3159045, 43163.0323847, -2.7589531, -0.0671916, 10.0018983, 1.3116383
294.7017543, 89679.6572098, 43162.0970295, -2.8243540, -0.0660838, 10.1320577, 1.2906167
295.7007433, 89679.9393315, 43161.1263828, -2.8944404, -0.0739966, 10.2585193, 1.3066254
296.6997323, 89680.1459641, 43160.1451128, -2.9766391, -0.0919451, 10.3849808, -0.2989898
297.6987213, 89680.2631239, 43159.1151599, -3.0824182, -0.1069242, 10.3561794, -1.3910372
298.6977103, 89680.2660968, 43158.0899804, 3.0865471, -0.1167611, 10.2211149, -1.3727763
299.6966993, 89680.1576732, 43157.1374176, 2.9673074, -0.1335086, 10.0860504, -2.3523707
300.6956883, 89679.9203364, 43156.1821768, 2.8267198, -0.1458550, 9.8503009, -2.8568539
301.6946773, 89679.5502883, 43155.2669983, 2.6921940, -0.1204740, 9.5561759, -2.5789828
302.6936663, 89679.0768879, 43154.4028502, 2.5964325, -0.0781853, 9.2826584, -1.0795074
303.6926553, 89678.5411942, 43153.5930195, 2.5166532, -0.0860931, 9.1657468, -1.0658252
304.6916443, 89677.9143232, 43152.8014060, 2.4256496, -0.0939762, 9.0488352, -1.7417499
305.6906333, 89677.2141283, 43152.0711988, 2.3289850, -0.0916220, 8.8544588, -2.5727769
306.6896223, 89676.4630908, 43151.4196705, 2.2434156, -0.0815148, 8.5592692, -2.4855518
307.6886113, 89675.6501923, 43150.8238494, 2.1639410, -0.0770195, 8.2640796, 0.0314154
308.6876003, 89674.7790450, 43150.2846156, 2.0877501, -0.0682184, 8.2678763, 2.2253134
309.6865893, 89673.8766032, 43149.8097361, 2.0247116, -0.0560217, 8.5325205, 2.2954208
310.6855783, 89672.9896287, 43149.4049675, 1.9745436, -0.0472491, 8.7971647, 1.9759534
311.6845673, 89672.0429897, 43149.0272195, 1.9251363, -0.0528182, 9.0187592, 1.8750416
312.6835563, 89671.1073511, 43148.7096552, 1.8701940, -0.0568525, 9.2241156, 1.9823679
313.6825453, 89670.1934148, 43148.4539263, 1.8170052, -0.0589165, 9.4363678, 2.1546362
314.6815343, 89669.2575265, 43148.2476906, 1.7580910, -0.0608480, 9.6617779, 2.2054974
315.6805233, 89668.2202468, 43148.0832539, 1.7002303, -0.0480325, 9.8871881, -5.0753960
316.6795123, 89667.2830299, 43147.9762089, 1.6764924, -0.0026517, 9.3603396, -5.4492559
317.6785013, 89666.2900891, 43147.8662505, 1.6910738, 0.0299695, 8.7594786, -5.0878565
318.6774903, 89665.2502429, 43147.7186594, 1.7373583, 0.0577898, 8.1586175, -1.9725894
319.6764793, 89664.2340325, 43147.5138860, 1.8023573, 0.0633833, 7.9133968, -1.1358840
320.6754683, 89663.2485577, 43147.2467532, 1.8698179, 0.0702822, 7.7686793, -1.1149196
321.6744573, 89662.3187217, 43146.9219881, 1.9467882, 0.0885053, 7.6239618, -1.1268692
322.6734463, 89661.3823461, 43146.4962015, 2.0526742, 0.1134367, 7.4748467, -1.1376749
323.6724353, 89660.4990173, 43145.9621561, 2.1800697, 0.1343343, 7.3212215, -1.1140503
324.6714243, 89659.7796336, 43145.3864579, 2.3154031, 0.1609696, 7.1675963, 0.7510133
325.6704133, 89659.1212305, 43144.6663544, 2.4912314, 0.1865131, 7.2715159, 1.0431556
326.6694023, 89658.5916291, 43143.8336054, 2.6475882, 0.1192422, 7.4134436, 2.4758139
327.6683913, 89658.1781487, 43142.9724716, 2.7337293, 0.0746478, 7.7398816, 3.1885553
328.6673803, 89657.8148588, 43142.0448658, 2.8008438, 0.0621224, 8.1410338, 3.2881626
329.6663693, 89657.4932381, 43141.0368924, 2.8639206, 0.0575664, 8.5349931, 2.4885285
330.6653583, 89657.2502050, 43140.0902688, 2.9150325, 0.0476329, 8.8214586, 2.5706741
331.6643473, 89657.0469922, 43139.1077452, 2.9590729, 0.0405800, 9.1079242, 2.6321111
332.6633363, 89656.8819881, 43138.1030395, 2.9977125, 0.0353646, 9.3921873, 2.3335321
333.6623253, 89656.7551125, 43137.1155084, 3.0284393, 0.0264542, 9.6371951, 2.3936217
334.6613143, 89656.6539368, 43136.1206507, 3.0506399, 0.0180158, 9.8822028, 2.4537112
335.6603033, 89656.5706095, 43135.1226320, 3.0645867, 0.0098665, 10.1272105, -0.9316960
336.6592923, 89656.4963323, 43134.1160500, 3.0696027, -0.0000469, 10.0348834, -1.1145836
337.6582813, 89656.4225220, 43133.1166439, 3.0644046, -0.0104604, 9.9233045, -1.1021212
338.6572702, 89656.3394288, 43132.1318413, 3.0485501, -0.0218781, 9.8117255, -0.1409071
339.6562592, 89656.2305598, 43131.1103132, 3.0204468, -0.0329236, 9.7973684, 0.0000000
340.6552482, 89656.0906314, 43130.1160344, 2.9807928, -0.0467946, 9.7973684, -14.5717925
341.6542372, 89655.9125366, 43129.1699576, 2.9272538, -0.0655638, 8.1776713, -1.2493529
